"","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Lowest_Common_Taxon_Name","Lowest_Common_Taxon_lvl","...8","...9","...10","Scientific_Name","Lowest_Taxonomic_Resolution","Habitat","Habitat_2","Trophic_Level","Trophic_Category","Trophic_Category_2","Diet","Diet_Source","Diet_Source_2","Mean_Harvest_Time","SD_Harvest_Time","HT_Source","X"
"175","Fish","Non-Salmon Fish","Sole","Sole","Unknown Sole","Sole","Taxa_lvl5",NA,"many kinds of sole, not sure specific species just that it is a sole","also known as flounder, and  there are also many species of sole… have put in info for the Flathead sole, which seems relaitvely common for fishing. Might need to remove species level name for flounder and sole.","Sole","NTG","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Flathead sole generally feed on bottom-dwelling invertebrates such as crustaceans, mollusks, and brittle stars, as well as fish and squid","Flathead Sole | NOAA Fisheries",NA,NA,NA,NA,53
"176","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Green Sturgeon","Green Sturgeon","Taxa_lvl5",NA,NA,NA,"Acipenser medirostris",NA,"Marine","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","Juveniles are opportunistic benthic feeders with a diet consisting of various invertebrates and fish (EPIC 2001; Moyle 2002). Stomach content analysis indicates that green sturgeon have a marine diet consisting of various benthic invertebrates including shrimp, crabs, worms, amphioids, and isopods (EPIC 2001) but have also been observed feeding on sand lances (Ammodytes hexapterus) and other fish","Green Sturgeon (Acipenser medirostris) (sararegistry.gc.ca)",NA,NA,NA,NA,NA
"177","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","Unknown Sturgeon","Unknown Sturgeon","Taxa_lvl5",NA,NA,NA,"Acipenser","Genus","Marine","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","based on diet of 2 sturgeon species",NA,NA,NA,NA,NA,64
"178","Fish","Non-Salmon Fish","Sturgeon","Sturgeon","White Sturgeon","White Sturgeon","Taxa_lvl5",NA,NA,NA,"Acipenser transmontanus","Species","Marine","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","The diet of young sturgeon consists primarily of different types of crustaceans, though they begin to increase the diversity with age. Most food is taken from the bottom of the estuary where the sturgeon may pick up clams, crabs, and shrimp. Larger sturgeon begin to feed on other fish such as anchovies, starry flounder, smelt and striped bass. The opportunism of the white sturgeon can be seen in their documented consumption of crayfish, trout, frogs, salmon, crayfish and even one domestic cat","California Fish Species - California Fish Website (ucdavis.edu)",NA,NA,NA,NA,NA
"179","Fish","Non-Salmon Fish","Trout","Trout","Cutthroat Trout","Cutthroat Trout","Taxa_lvl5",NA,NA,NA,"Oncorhynchus clarkii","Species","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","Coastal cutthroat trout are carnivorous, feeding opportunistically on a variety of prey. Prey species and feeding techniques vary greatly depending on age, locality and season. Sea-run cutthroat feed on various insects and young salmon during out-migration. While at sea, they stay near shore feeding on amphipods and young salmon prior to returning to fresh water in the fall. During the winter, coastal cutthroat trout feed on sticklebacks, gastropods and salmon eggs in addition to insects and young salmo","Cutthroat Trout Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,65
"180","Fish","Non-Salmon Fish","Trout","Trout","Rainbow Trout","Rainbow Trout","Taxa_lvl5",NA,NA,NA,"Oncorhynchus mykiss","Species","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","Upon emergence, the small trout fry assemble or school together in groups and seek shelter along the stream margins or protected lake shore, feeding on crustaceans, plant material, and aquatic insects and their larvae. Resident rainbow trout rear in similar habitat for the first two or three years then move into the larger water of lakes and streams and turn more to a diet of fish, salmon carcasses, eggs, and even small mammals. After they smolt and enter the open ocean, steelhead grow to be significantly larger by feeding on more nutritious squid, amphipods and other fish","Steelhead / Rainbow Trout Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,66
"181","Fish","Non-Salmon Fish","Trout","Trout","Steelhead","Rainbow Trout","Taxa_lvl5",NA,NA,NA,"Oncorhynchus mykiss","Species","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","Upon emergence, the small trout fry assemble or school together in groups and seek shelter along the stream margins or protected lake shore, feeding on crustaceans, plant material, and aquatic insects and their larvae. Resident rainbow trout rear in similar habitat for the first two or three years then move into the larger water of lakes and streams and turn more to a diet of fish, salmon carcasses, eggs, and even small mammals. After they smolt and enter the open ocean, steelhead grow to be significantly larger by feeding on more nutritious squid, amphipods and other fish","Steelhead / Rainbow Trout Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,67
"182","Fish","Non-Salmon Fish","Trout","Trout","Unknown Trout","Unknown Trout","Taxa_lvl5",NA,NA,NA,"Salmoninae","Subfamily","Freshwater_Anadromous","Freshwater_Anadromous",3.5,"Omnivore (pc/sc)","Predator","based on other trout species",NA,NA,NA,NA,NA,68
"183","Fish","Non-Salmon Fish","Tuna_Mackerel","Tuna_Mackerel","Blue Fin","Blue Fin","Taxa_lvl5",NA,NA,"pacific bluefin tuna","Thunnus orientalis","Species","Marine","Marine",4,"Tertiary Consumer","Predator","Pacific bluefin tunas are predatory and mainly eat squids and fish, such as sardines and anchovies, saury, herring, pompanos, mackerel, hake, other tunas, and occasionally red crabs and krill","Pacific Bluefin Tuna | NOAA Fisheries",NA,NA,NA,NA,NA
"184","Fish","Non-Salmon Fish","Tuna_Mackerel","Tuna_Mackerel","Mackerel","Mackerel","Taxa_lvl5",NA,"likely pacific, check if atka mackeral range is in SE alaska, yes Atka is...but since Lauren thinks it is likely pacific mackerel I am keeping it as that","pacific mackerel (Scomber japonicus)? Atka mackerel (Pleurogrammus monopterygius)? Trophic level varies 2.5-3 depending on speices…. Are also different families. I feel like maybe is referring to pacific mackerel.. As this is in the tuna/mackerel family. For now put in info for pacific mackerel","Scomber japonicus","Species","Marine","Marine",2.5,"Omnivore (pp/pc)","Omnivore","Pacific mackerel feed on plankton (tiny floating plants and animals) and the younger stages of all the pelagic species such as anchovies and sardines, as well as their own young. The diet of Atka mackerel varies but is dominated by copepods and euphausiids","Pacific Mackerel | NOAA Fisheries; https://www.adfg.alaska.gov/index.cfm?adfg=atkamackerel.main",NA,NA,NA,NA,54
"185","Fish","Non-Salmon Fish","Tuna_Mackerel","Tuna_Mackerel","Unknown Tuna/Mackerel","Unknown Tuna/Mackerel","Taxa_lvl5",NA,NA,"not sure how to classify trophic level.. aren't any in the SE data, so don't worry about","Scombridae","Family","Marine","Marine",NA,NA,NA,NA,NA,NA,NA,NA,NA,55
"186","Fish","Non-Salmon Fish","Unknown Non-Salmon Fish","Unknown Non-Salmon Fish","Unknown Non-Salmon Fish","Unknown Non-Salmon Fish","Taxa_lvl5","only in 1987 surveys","take average (3)",NA,"Non-salmon Fish","NTG","Marine","Marine",3.5,"Omnivore (pc/sc)","Predator","Based on most common trophic level in non-salmon fish",NA,NA,NA,NA,NA,71
"187","Fish","Non-Salmon Fish","Whitefish","Whitefish","Whitefish","Whitefish","Taxa_lvl5",NA,NA,"many different species of whitefish in AK","Coregoninae","Subfamily","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator",". Their diet consists mainly of small clams, snails, aquatic insects, larvae, and freshwater shrimp","Whitefish Species: Wildlife Notebook Series - Alaska Department of Fish and Game",NA,NA,NA,NA,8
"188","Fish","Non-Salmon Fish","Whitefish","Whitefish","Unknown Whitefish","Whitefish","Taxa_lvl5",NA,NA,"many different species of whitefish in AK","Coregoninae","Subfamily","Freshwater_Anadromous","Freshwater_Anadromous",3,"Secondary Consumer","Predator",". Their diet consists mainly of small clams, snails, aquatic insects, larvae, and freshwater shrimp","Whitefish Species: Wildlife Notebook Series - Alaska Department of Fish and Game",NA,NA,NA,NA,70
"189","Land Mammals","Small Land Mammals","Beaver","Beaver","Beaver","Beaver","Taxa_lvl5",NA,NA,NA,"Castor canadensis","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","The life of a beaver colony is governed largely by food supply. Beavers eat not only bark, but also aquatic plants of all kinds, roots, and grasses. As they exhaust the food supply in the area, the beavers must forage farther from their homes. This increases the danger from predators. When an area is cleared of food, the family migrates to a new home. In Alaska wolves, lynx, bears, and humans are important predators of beaver","Beaver Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,89
"190","Land Mammals","Large Land Mammals","Bison","Bison","Bison","Bison","Taxa_lvl5",NA,NA,"wood bison, plains bison (Bison bison bison) - but range is not in SE  AK","Bison bison","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","Bison are grazing animals and in Alaska find food in meadows, around lakes, along rivers and in recent burns. Their diet consists mainly of various grasses, sedges, and forbs including vetch, a favored summer food found on gravel bars. Bison also eat silverberry, willow, and dwarf birch.","Plains Bison Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,80
"191","Land Mammals","Large Land Mammals","Black Bear","Black Bear","Black Bear","Black Bear","Taxa_lvl5",NA,NA,NA,"Ursus americanus","Species","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc/sc)","Omnivore","When it comes to food, black bears are creatures of opportunity. There are certain patterns of food-seeking which they follow. Upon emerging in the spring, freshly sprouted green vegetation is their main food item, but they will eat nearly anything they encounter. Winter-killed animals are readily eaten, and in some areas black bears have been found to be effective predators on new-born moose calves. As summer progresses, feeding shifts to salmon if they are available, but in areas without salmon, bears rely on vegetation throughout the year. Berries, especially blueberries, ants, grubs, and other insects help to round out the black bear’s diet","Black Bear Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,81
"192","Land Mammals","Large Land Mammals","Brown Bear","Brown Bear","Brown Bear","Brown Bear","Taxa_lvl5",NA,NA,NA,"Ursus arctos","Species","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc/sc)","Omnivore","Brown bears are very adaptable and like humans, they consume a wide variety of foods. Common foods include salmon, berries, grasses, sedges, cow parsnip, ground squirrels, carrion, and roots. In many parts of Alaska, brown bears are capable predators of moose and caribou, especially newborns. Bears may also be attracted to human camps and homes by improperly stored food and garbage as well as domestic animals.","Brown Bear Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,82
"193","Land Mammals","Large Land Mammals","Caribou","Caribou","Caribou","Caribou","Taxa_lvl5",NA,NA,NA,"Rangifer tarandus granti","Subspecies","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","Like most herd animals, the caribou must keep moving to find adequate food. Large herds often migrate long distances (up to 400 miles/640 km) between summer and winter ranges. Smaller herds may not migrate at all. In summer (May-September), caribou eat the leaves of willows, sedges, flowering tundra plants, and mushrooms. They switch to lichens (reindeer moss), dried sedges (grasslike plants), and small shrubs (like blueberry) in September","Caribou Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,83
"194","Land Mammals","Small Land Mammals","Coyote","Coyote","Coyote","Coyote","Taxa_lvl5",NA,NA,NA,"Canis latrans","Species","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","They eat small animals, including snowshoe hare, mice, rats, woodchucks, beavers, squirrels, snakes, frogs, fish, birds and carrion (animal carcasses). During summer and fall, they also eat grass, fruits and berries. They may also eat pet food, garbage, garden crops, livestock and poultry.","Coyote: Mammals: Species Information: Wildlife: Fish & Wildlife: Maine Dept of Inland Fisheries and Wildlife",NA,NA,NA,NA,90
"195","Land Mammals","Large Land Mammals","Dall Sheep","Dall Sheep","Dall Sheep","Dall Sheep","Taxa_lvl5",NA,NA,NA,"Ovis dalli dalli","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore"," During summer, food is abundant, and a wide variety of plants is consumed. Winter diet is much more limited and consists primarily of dry, frozen grass and sedge stems available when snow is blown off the winter ranges. Some populations use significant amounts of lichen and moss during winter.","Dall Sheep Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,88
"196","Land Mammals","Large Land Mammals","Deer","Deer","Deer","Deer","Taxa_lvl5",NA,NA,"sitka black-tailed deer (subspecies of mule deer), mule deer, white-tailed deer (uncommon)","Odocoileus hemionus","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","During summer, deer generally feed on herbaceous vegetation and the green leaves of shrubs. In winter they are restricted to evergreen forbs and woody browse. When snow is not a problem, deer prefer evergreen forbs such as bunchberry and trailing bramble. During periods of deep snow, deer eat woody browse such as blueberry, yellow cedar and hemlock, and arboreal lichen (sitka black-tailed deer). Mule deer are primarily browsers, feeding on leaves and twigs of woody shrubs. They are also known to graze on herbaceous plants. Mule deer are selective feeders. Instead of eating large quantities of low-quality feed like grass, they select the most nutritious plants and parts of plants (mule deer)","Mule Deer Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,84
"197","Land Mammals","Large Land Mammals","Elk","Elk","Elk","Elk","Taxa_lvl5",NA,NA,NA,"Cervus elaphus roosevelti","Subspecies","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","Elk are hardy animals whose large body size and herding tendencies require tremendous amounts of food. From late spring to early fall with a wide variety of food available, elk are mainly grazers, using grasses, forbs, and other leafy vegetation. By late fall they become browsers, feeding on sprouts and branches of shrubs and trees","Roosevelt Elk Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,85
"198","Land Mammals","Small Land Mammals","Fox","Fox","Red Fox","Red Fox","Taxa_lvl5",NA,NA,NA,"Vulpes vulpes","Species","Terrestrial","Terrestrial",2.5,"Omnivorous (pp/pc)","Omnivore","The red fox is omnivorous. Although it might eat muskrats, squirrels, hares, birds, eggs, insects, vegetation, and carrion, voles seem to be its preferred food.","Red Fox Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,91
"199","Land Mammals","Large Land Mammals","Goat","Goat","Goat","Goat","Taxa_lvl5",NA,NA,NA,"Oreamnos americanus","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","Mountain goats are both grazing and browsing animals depending on the particular habitat and season of the year. They normally summer in high alpine meadows where they graze on sedges, forbs, and low-growing shrubs. As winter advances, feeding habits generally shift to browsing. Blueberry, hemlock, and lichen can be important winter diet items, but feeding habits in winter center on availability","Mountain Goat Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,86
"200","Land Mammals","Small Land Mammals","Hare","Hare","Hare","Hare","Taxa_lvl5",NA,NA,"Alaska hares, snowshoe hares, most likely snowshoe hares.. As SE alaska is outside of range of alaska hare. But are a few other species of hare","Lepus","Genus","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","hares are herbivores (both alaska and snowshoe)",NA,NA,NA,NA,NA,79
"201","Land Mammals","Small Land Mammals","Hare","Hare","Snowshoe Hare","Hare","Taxa_lvl5",NA,NA,NA,"Lepus americanus","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","They feed on a wide variety of plant material—grasses, buds, twigs, and leaves in the summer and spruce twigs and needles, bark, and buds of hardwood such as aspen and willow in the winter.","Snowshoe Hare Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,92
"202","Land Mammals","Small Land Mammals","Hare","Hare","Unknown Hare","Hare","Taxa_lvl5",NA,NA,"Alaska hares, snowshoe hares, most likely snowshoe hares.. As SE alaska is outside of range of alaska hare. But are a few other species of hare","Lepus","Genus","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","hares are herbivores (both alaska and snowshoe)",NA,NA,NA,NA,NA,93
"203","Land Mammals","Small Land Mammals","Land Otter","Land Otter","Land Otter","Land Otter","Taxa_lvl5",NA,NA,"also called river otter","Lutra canadensis","Species","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","River otters in Alaska hunt on land and in fresh and salt water eating snails, mussels, clams, sea urchins, insects, crabs, shrimp, octopi, frogs, a variety of fish, and occasionally birds, mammals, and vegetable matter. Aquatic organisms no bigger than a man's finger are usually eaten at the surface of the water, while larger food is taken ashore.","River Otter Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,94
"204","Land Mammals","Small Land Mammals","Lynx","Lynx","Lynx","Lynx","Taxa_lvl5",NA,NA,NA,"Lynx canadensis","Species","Terrestrial","Terrestrial",3,"Secondary Consumer","Predator","Although snowshoe hares are an important prey for lynx, when they are scarce lynx use other food sources more extensively, and other small prey such as grouse, ptarmigan, squirrels, and microtine rodents are regularly taken. Lynx are also known to prey on caribou, Dall sheep, and foxes, especially during periods of snowshoe hare scarcity","Lynx Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,95
"205","Land Mammals","Small Land Mammals","Marmot","Marmot","Marmot","Marmot","Taxa_lvl5",NA,NA,"hoary marmot (Mormata caligata) is the only marmot in SE alaska range.. But are other marmots in other parts of alaska","Marmota caligata","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","The Hoary marmot is a diurnal herbivore and feeds on grasses, flowering plants, berries, roots, mosses, and lichen. Hoary marmots show selective foraging behavior, feeding first on favorite plants rather than ones that may be more abundant","Hoary Marmot Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,96
"206","Land Mammals","Small Land Mammals","Marten","Marten","Marten","Marten","Taxa_lvl5",NA,NA,"american marten (martes americana), pacific marten (martes caurina). American marten is much wider distributed so most likely, by pacific marten is in range","Martes","Genus","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","Martens depend heavily on meadow voles and red-backed voles or mice, which are their primary food source over much of Alaska. Fluctuations in food availability often create corresponding variations in marten populations. This condition is more pronounced in the less optimum habitat of the marten. Probably the second most critical food source is berries, especially blueberries, followed by small birds, eggs, and vegetation. The marten is a voracious and opportunistic feeder. Carrion such as the remains of wolf kills or salmon carcasses are eaten in many areas.","American Marten Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,97
"207","Land Mammals","Small Land Mammals","Mink","Mink","Mink","Mink","Taxa_lvl5",NA,NA,"american mink","Neovision vison","Species","Terrestrial","Terrestrial",3,"Secondary Consumer","Predator","Mink will eat virtually anything they can catch and kill, including fish, birds, bird eggs, insects, crabs, clams, and small mammals. There are both seasonal and annual differences in the diet depending on what is available. Mink prefer streams, ponds, beaches, or marshes. An abundance of hares or mice may cause them to move inland. Adult mink have been known to kill and eat young mink","American Mink Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,98
"208","Land Mammals","Large Land Mammals","Moose","Moose","Moose","Moose","Taxa_lvl5",NA,NA,NA,"Alces alces","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","During the fall and winter, moose consume large quantities of willow, birch, and aspen twigs. In some areas, moose actually establish a “hedge” or browse line 6-8 feet above the ground. In the spring, moose also graze, in addition to browsing. During the summer, moose feed on forbs, vegetation in shallow ponds, and the leaves of birch, willow and aspen.","Moose Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,87
"209","Land Mammals","Large Land Mammals","Muskox","Muskox","Muskox","Muskox","Taxa_lvl5",NA,NA,NA,"Ovibos moschatus","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","Muskoxen eat a wide variety of plants, including grasses, sedges, forbs, and woody plants. ","Muskox Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"210","Land Mammals","Small Land Mammals","Muskrat","Muskrat","Muskrat","Muskrat","Taxa_lvl5",NA,NA,NA,"Ondatra zibethicus","Species","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","Muskrats are basically herbivorous. They feed mainly on aquatic plants such as the roots and stems of cattails, lilies, sedges, and grasses. They may occasionally eat mussels, shrimp, and small fish","Muskrat Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,99
"211","Land Mammals","Small Land Mammals","Porcupine","Porcupine","Porcupine","Porcupine","Taxa_lvl5",NA,NA,NA,"Erethizon dorsatum","Species","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","The inner bark (phloem and cambium layers) of spruce, birch and hemlock and spruce needles are the major winter foods for porcupine living in Alaska. In the spring and summer, buds and young green leaves of birch, aspen, cottonwood and willow are eaten until the tannin levels build too high for the porcupine to tolerate","North American Porcupine Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,100
"212","Land Mammals","Small Land Mammals","Squirrel","Squirrel","Flying Squirrel","Squirrel","Taxa_lvl4",NA,NA,NA,"Glaucomys sabrinus yukonensis","Subspecies","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","The flying squirrel is omnivorous. While little is known about its diet in Alaska, the food it consumes in other parts of its range include mushrooms, truffles, lichens, fruits, green vegetation, nuts, seeds, tree buds, insects, and meat (fresh, dried, or rotted). Nestling birds and birds' eggs may also be eaten.","Northern Flying Squirrel Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,NA
"213","Land Mammals","Small Land Mammals","Squirrel","Squirrel","Squirrel","Squirrel","Taxa_lvl4",NA,NA,NA,"Sciurudae","Family","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","based on the diet of the two squirrels in alaska that are hunted for subsistence",NA,NA,NA,NA,NA,78
"214","Land Mammals","Small Land Mammals","Squirrel","Squirrel","Tree Squirrel","Squirrel","Taxa_lvl4",NA,NA,"only 2 tree squirrels in alaska, the red squirrel and the northern flying squirrel which is a separate category, so this is likely the red squirrel","Tamiasciurus husonicus","Species","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","Much of the red squirrel's time in the summer is spent cutting and storing green spruce cones. There may be several bushels of cones stored in a cache. Caches may attain a diameter of 15 to 18 feet and a depth of three feet. In addition to one larder-hoard, they may also scatter-hoard their food supply in small caches throughout their territory. Red squirrels also cache mushrooms on tree branches. They eat seeds, berries, buds, fungi, and occasionally insects and birds' eggs. ","Red Squirrel Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,102
"215","Land Mammals","Small Land Mammals","Squirrel","Squirrel","Unknown Squirrel","Squirrel","Taxa_lvl4",NA,NA,NA,"Sciurudae","Family","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","based on the diet of the two squirrels in alaska that are hunted for subsistence",NA,NA,NA,NA,NA,NA
"216","Land Mammals","Large Land Mammals","Unknown Large Land Mammal","Unknown Large Land Mammal","Unknown Large Land Mammal","Unknown Large Land Mammals","Taxa_lvl5",NA,"use most common","mostly herbivores, but also includes bears.. So not sure how to characterize, how many places have them only characterized to this level?","Large Land Mammals","NTG","Terrestrial","Terrestrial",2,"Primary Consumer","Herbivore","based on most common trophic level of large land mammals in database",NA,NA,NA,NA,NA,109
"217","Land Mammals","Small Land Mammals","Unknown Small Land Mammals/Furbearers","Unknown Small Land Mammals/Furbearers","Unknown Small Land Mammals/Furbearers","Unknown Small Land Mammals/Furbearers","Taxa_lvl5",NA,NA,NA,"Small Land Mammals","NTG","Terrestrial","Terrestrial",2.5,"Omnivore (pp/pc)","Omnivore","based on most common trophic level of small land mammals",NA,NA,NA,NA,NA,NA
"218","Land Mammals","Small Land Mammals","Weasel","Weasel","Weasel","Weasel","Taxa_lvl5",NA,NA,"2 species of weasel in alaska: short-tailed weasel or ermine (Mustela erminea) and least weasel (Mustela rixosa)","Mustela","Genus","Terrestrial","Terrestrial",3,"Secondary Consumer","Predator","The presence of weasels is almost always indicative of substantial rodent populations. Weasels must have almost daily access to rodents in order to survive. They prefer mice. When mice are not abundant, weasels will also take shrews, pikas, birds, fish, and insects. Short-tailed weasels can also kill young snowshoe hares.","Weasels: Wildlife Notebook Series - Alaska Department of Fish and Game",NA,NA,NA,NA,103
"219","Land Mammals","Small Land Mammals","Wolf","Wolf","Wolf","Wolf","Taxa_lvl5",NA,NA,NA,"Canis lupus","Species","Terrestrial","Terrestrial",3,"Secondary Consumer","Predator","Wolves are carnivores, and in most of mainland Alaska moose and/or caribou are their primary food, with Dall sheep, squirrels, snowshoe hares, beaver, and occasionally birds and fish as supplements in the diet. The rate at which wolves kill large mammals varies with prey availability and environmental conditions.","Wolf Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,104
"220","Land Mammals","Small Land Mammals","Wolverine","Wolverine","Wolverine","Wolverine","Taxa_lvl5",NA,NA,NA,"Gulo gulo","Species","Terrestrial","Terrestrial",3,"Secondary Consumer","Predator","Throughout the year, wolverines feed on small and medium-sized animals such as voles, squirrels, snowshoe hares, and birds. In the right situations, wolverines can kill moose, Dall sheep or caribou, but these occurrences are rare. They have been known to take the young Dall sheep in the spring when they are most vulnerable.","Wolverine Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,105
"221","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone","Abalone","Abalone","Taxa_lvl5",NA,NA,"only pinto abalone is found in alaska","Haliotis kamtschatkana","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Marine algae, from minute forms to giant bull kelp, are the principle food of abalone.","Abalone: Wildlife Notebook Series - Alaska Department of Fish and Game",NA,NA,NA,NA,225
"222","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton","Black (small) Chiton","Chiton","Taxa_lvl3",NA,NA,"potentially the black katy chiton..is known as an important subsistence food source for Alaska Natives","Katharina tunicata","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","grazer -- algae, seaweed, kelps, sea lettuce","_ (alaska.gov)",NA,NA,NA,NA,227
"223","Marine Invertebrates","Marine Invertebrates","Chiton","Chiton","Chiton","Chiton","Taxa_lvl3",NA,NA,"there are many chiton species in alaska (43), I don't know if I can separate the different chiton species. Black katy and gumboot seem the most common, diet based off those. file:///C:/Users/MARIEG~1/AppData/Local/Temp/MicrosoftEdgeDownloads/5bcd19f1-226a-40d0-b6f4-3d4d59885e3e/pDrumm03_chitons-of-alaska.pdf","Polyplacophora","Class","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on diet of two most commonly harvested chitons",NA,NA,NA,NA,NA,215
"224","Marine Invertebrates","Marine Invertebrates","Chiton","Red (large) Chiton","Red (large) Chiton","Chiton","Taxa_lvl3",NA,NA,"potentially the gumboot chiton.. Important subsistence species for Alaska Natives","Cryptochiton stelleri","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","grazer -- algae, seaweed, kelps, sea lettuce","GUMBOOT CHITON (alaska.gov)",NA,NA,NA,NA,226
"225","Marine Invertebrates","Marine Invertebrates","Chiton","Unknown Chiton","Unknown Chiton","Chiton","Taxa_lvl3",NA,NA,"there are many chiton species in alaska (43), I don't know if I can separate the different chiton species. Black katy and gumboot seem the most common, diet based off those. file:///C:/Users/MARIEG~1/AppData/Local/Temp/MicrosoftEdgeDownloads/5bcd19f1-226a-40d0-b6f4-3d4d59885e3e/pDrumm03_chitons-of-alaska.pdf","Polyplacophora","Class","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on diet of two most commonly harvested chitons",NA,NA,NA,NA,NA,228
"226","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Saxidomus gigantea","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","phytoplankton filter feeder",NA,NA,NA,NA,NA,229
"227","Marine Invertebrates","Marine Invertebrates","Clam","Clam","Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,"all clams are primary consumers, so classifying by that for trophic group","Clam","NTG","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","based on clams in general",NA,NA,NA,NA,NA,NA
"228","Marine Invertebrates","Marine Invertebrates","Clam","Geoduck Clam","Geoduck Clam","Clam","Taxa_lvl3","Only 1987 and 1985 surveys have only to this degree, others more detailed",NA,NA,"Panopea abrupta","Species","Nearshore","Nearshore",2,"Primary Consumer","Herbivore","Geoducks feed on phytoplankton some of which is transported to deeper depths by wind-driven or tidal currents","Geoduck Clam Species Profile, Alaska Department of Fish and Game",NA,NA,NA,NA,241
