Conversion Factor,Region,Resource,Resource Code,Units,Project Name,Project ID
1,Southeast,Irish Lord [Other Gear],123006003,Ind.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Red Irish Lord,123006020,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Red Irish Lord,123006020,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Red Irish Lord,123006020,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Red Irish Lord,123006020,Ind.,Saxman 1999,133
0,Southeast,Red Irish Lord,123006020,Ind.,Saxman 1999/2000,133
1,Southeast,Red Irish Lord,123006020,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Red Irish Lord,123006020,Ind.,Index Communities Year 1,210
1,Southeast,Red Irish Lord,123006020,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Red Irish Lord,123006020,Ind.,Southeast Index Communities,210
1,Southeast,Red Irish Lord,123006020,Ind.,Chilkat Chinook Salmon Ethnography,219
0.5,Southeast,Red Irish Lord,123006020,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Index Communities Year 1,210
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Southeast Index Communities,210
1,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,Chilkat Chinook Salmon Ethnography,219
0.5,Southeast,Red Irish Lord [Rod and Reel],123006022,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Index Communities Year 1,210
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Southeast Index Communities,210
1,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,Chilkat Chinook Salmon Ethnography,219
0.5,Southeast,Red Irish Lord [Other Gear],123006023,Ind.,NPRB Yakutat Comprehensive,251
0,Southeast,Unknown Sculpin,123099000,Ind.,Southeast Harvest Update 1996,105
0.5,Southeast,Unknown Sculpin,123099000,Ind.,Southeast Harvest Update 1996,105
0,Southeast,Unknown Sculpin,123099000,Ind.,Prince of Wales 1997/1998,114
0.5,Southeast,Unknown Sculpin,123099000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Sculpin,123099000,Ind.,Saxman 1999,133
0,Southeast,Unknown Sculpin,123099000,Ind.,Saxman 1999/2000,133
1,Southeast,Unknown Sculpin,123099000,Ind.,Chilkat Chinook Salmon Ethnography,219
0.5,Southeast,Unknown Sculpin,123099000,Ind.,NPRB Yakutat Comprehensive,251
0,Southeast,Unknown Sculpin [Rod and Reel],123099002,Ind.,Southeast Harvest Update 1996,105
0.5,Southeast,Unknown Sculpin [Rod and Reel],123099002,Ind.,Southeast Harvest Update 1996,105
0,Southeast,Unknown Sculpin [Rod and Reel],123099002,Ind.,Prince of Wales 1997/1998,114
0.5,Southeast,Unknown Sculpin [Rod and Reel],123099002,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Unknown Sculpin [Rod and Reel],123099002,Ind.,Chilkat Chinook Salmon Ethnography,219
0.5,Southeast,Unknown Sculpin [Rod and Reel],123099002,Ind.,NPRB Yakutat Comprehensive,251
0,Southeast,Unknown Sculpin [Other Gear],123099003,Ind.,Southeast Harvest Update 1996,105
0.5,Southeast,Unknown Sculpin [Other Gear],123099003,Ind.,Southeast Harvest Update 1996,105
0,Southeast,Unknown Sculpin [Other Gear],123099003,Ind.,Prince of Wales 1997/1998,114
0.5,Southeast,Unknown Sculpin [Other Gear],123099003,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Unknown Sculpin [Other Gear],123099003,Ind.,Chilkat Chinook Salmon Ethnography,219
0.5,Southeast,Unknown Sculpin [Other Gear],123099003,Ind.,NPRB Yakutat Comprehensive,251
9,Southeast,Shark,123200000,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Shark,123200000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Shark,123200000,Ind.,Saxman 1999,133
0,Southeast,Shark,123200000,Ind.,Saxman 1999/2000,133
9,Southeast,Shark,123200000,Ind.,Saxman 1999,133
9,Southeast,Shark,123200000,Ind.,Saxman 1999/2000,133
9,Southeast,Shark,123200000,Ind.,Yakutat Household Survey 2000,137
9,Southeast,Shark,123200000,Ind.,Alaska Peninsula Index Communities,210
9,Southeast,Shark,123200000,Ind.,Index Communities Year 1,210
9,Southeast,Shark,123200000,Ind.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Shark,123200000,Ind.,Southeast Index Communities,210
9,Southeast,Shark,123200000,Ind.,Chilkat Chinook Salmon Ethnography,219
9,Southeast,Shark,123200000,lb.,NPRB Yakutat Comprehensive,251
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Prince of Wales 1998/1999,125
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Yakutat Household Survey 2000,137
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Alaska Peninsula Index Communities,210
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Index Communities Year 1,210
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Southeast Index Communities,210
9,Southeast,Shark [Rod and Reel],123200002,Ind.,Chilkat Chinook Salmon Ethnography,219
9,Southeast,Shark [Rod and Reel],123200002,lb.,NPRB Yakutat Comprehensive,251
9,Southeast,Shark [Other Gear],123200003,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Shark [Other Gear],123200003,Ind.,Prince of Wales 1998/1999,125
9,Southeast,Shark [Other Gear],123200003,Ind.,Yakutat Household Survey 2000,137
9,Southeast,Shark [Other Gear],123200003,Ind.,Alaska Peninsula Index Communities,210
9,Southeast,Shark [Other Gear],123200003,Ind.,Index Communities Year 1,210
9,Southeast,Shark [Other Gear],123200003,Ind.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Shark [Other Gear],123200003,Ind.,Southeast Index Communities,210
9,Southeast,Shark [Other Gear],123200003,Ind.,Chilkat Chinook Salmon Ethnography,219
9,Southeast,Shark [Other Gear],123200003,lb.,NPRB Yakutat Comprehensive,251
4,Southeast,Dogfish,123202000,Ind.,Southeast Timber 1984/1985,13
0,Southeast,Dogfish,123202000,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Dogfish,123202000,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Dogfish,123202000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Dogfish,123202000,Ind.,Saxman 1999,133
0,Southeast,Dogfish,123202000,Ind.,Saxman 1999/2000,133
9,Southeast,Dogfish,123202000,Ind.,Saxman 1999,133
9,Southeast,Dogfish,123202000,Ind.,Saxman 1999/2000,133
9,Southeast,Dogfish,123202000,Ind.,Yakutat Household Survey 2000,137
9,Southeast,Dogfish,123202000,Ind.,NPRB Yakutat Comprehensive,251
0,Southeast,Dogfish [Rod and Reel],123202002,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Dogfish [Rod and Reel],123202002,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Dogfish [Rod and Reel],123202002,Ind.,Prince of Wales 1998/1999,125
9,Southeast,Dogfish [Rod and Reel],123202002,Ind.,Yakutat Household Survey 2000,137
9,Southeast,Dogfish [Rod and Reel],123202002,Ind.,NPRB Yakutat Comprehensive,251
0,Southeast,Dogfish [Other Gear],123202003,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Dogfish [Other Gear],123202003,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Dogfish [Other Gear],123202003,Ind.,Prince of Wales 1998/1999,125
9,Southeast,Dogfish [Other Gear],123202003,Ind.,Yakutat Household Survey 2000,137
9,Southeast,Dogfish [Other Gear],123202003,Ind.,NPRB Yakutat Comprehensive,251
9,Southeast,Salmon Shark,123204000,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Salmon Shark [Rod and Reel],123204002,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Salmon Shark [Other Gear],123204003,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Unknown Shark,123299000,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Unknown Shark,123299000,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Unknown Shark,123299000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Shark,123299000,Ind.,Saxman 1999,133
0,Southeast,Unknown Shark,123299000,Ind.,Saxman 1999/2000,133
9,Southeast,Unknown Shark,123299000,Ind.,Alaska Peninsula Index Communities,210
9,Southeast,Unknown Shark,123299000,Ind.,Index Communities Year 1,210
9,Southeast,Unknown Shark,123299000,Ind.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Unknown Shark,123299000,Ind.,Southeast Index Communities,210
9,Southeast,Unknown Shark [Rod and Reel],123299002,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Unknown Shark [Rod and Reel],123299002,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Unknown Shark [Rod and Reel],123299002,Ind.,Prince of Wales 1998/1999,125
9,Southeast,Unknown Shark [Rod and Reel],123299002,Ind.,Alaska Peninsula Index Communities,210
9,Southeast,Unknown Shark [Rod and Reel],123299002,Ind.,Index Communities Year 1,210
9,Southeast,Unknown Shark [Rod and Reel],123299002,Ind.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Unknown Shark [Rod and Reel],123299002,Ind.,Southeast Index Communities,210
9,Southeast,Unknown Shark [Other Gear],123299003,Ind.,Southeast Harvest Update 1996,105
9,Southeast,Unknown Shark [Other Gear],123299003,Ind.,Prince of Wales 1997/1998,114
9,Southeast,Unknown Shark [Other Gear],123299003,Ind.,Prince of Wales 1998/1999,125
9,Southeast,Unknown Shark [Other Gear],123299003,Ind.,Alaska Peninsula Index Communities,210
9,Southeast,Unknown Shark [Other Gear],123299003,Ind.,Index Communities Year 1,210
9,Southeast,Unknown Shark [Other Gear],123299003,Ind.,Index Communities Year 2 (Southeast AK),210
9,Southeast,Unknown Shark [Other Gear],123299003,Ind.,Southeast Index Communities,210
5,Southeast,Skates,123400000,Ind.,Southeast Timber 1984/1985,13
5,Southeast,Skates,123400000,Ind.,Southeast Harvest Update 1996,105
5,Southeast,Skates,123400000,Ind.,Prince of Wales 1997/1998,114
5,Southeast,Skates,123400000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Skates,123400000,Ind.,Saxman 1999,133
0,Southeast,Skates,123400000,Ind.,Saxman 1999/2000,133
5,Southeast,Skates,123400000,Ind.,Saxman 1999,133
5,Southeast,Skates,123400000,Ind.,Saxman 1999/2000,133
5,Southeast,Skates,123400000,Ind.,Yakutat Household Survey 2000,137
5,Southeast,Skates,123400000,Ind.,Alaska Peninsula Index Communities,210
5,Southeast,Skates,123400000,Ind.,Index Communities Year 1,210
5,Southeast,Skates,123400000,Ind.,Index Communities Year 2 (Southeast AK),210
5,Southeast,Skates,123400000,Ind.,Southeast Index Communities,210
5,Southeast,Skates,123400000,Ind.,Chilkat Chinook Salmon Ethnography,219
5,Southeast,Skates,123400000,Ind.,NPRB Yakutat Comprehensive,251
5,Southeast,Skates [CF Retention],123400001,Ind.,Alaska Peninsula Index Communities,210
5,Southeast,Skates [CF Retention],123400001,Ind.,Index Communities Year 1,210
5,Southeast,Skates [CF Retention],123400001,Ind.,Index Communities Year 2 (Southeast AK),210
5,Southeast,Skates [CF Retention],123400001,Ind.,Southeast Index Communities,210
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Southeast Harvest Update 1996,105
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Prince of Wales 1997/1998,114
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Prince of Wales 1998/1999,125
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Yakutat Household Survey 2000,137
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Alaska Peninsula Index Communities,210
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Index Communities Year 1,210
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Index Communities Year 2 (Southeast AK),210
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Southeast Index Communities,210
5,Southeast,Skates [Rod and Reel],123400002,Ind.,Chilkat Chinook Salmon Ethnography,219
5,Southeast,Skates [Rod and Reel],123400002,Ind.,NPRB Yakutat Comprehensive,251
5,Southeast,Skates [Other Gear],123400003,Ind.,Southeast Harvest Update 1996,105
5,Southeast,Skates [Other Gear],123400003,Ind.,Prince of Wales 1997/1998,114
5,Southeast,Skates [Other Gear],123400003,Ind.,Prince of Wales 1998/1999,125
5,Southeast,Skates [Other Gear],123400003,Ind.,Yakutat Household Survey 2000,137
5,Southeast,Skates [Other Gear],123400003,Ind.,Alaska Peninsula Index Communities,210
5,Southeast,Skates [Other Gear],123400003,Ind.,Index Communities Year 1,210
5,Southeast,Skates [Other Gear],123400003,Ind.,Index Communities Year 2 (Southeast AK),210
5,Southeast,Skates [Other Gear],123400003,Ind.,Southeast Index Communities,210
5,Southeast,Skates [Other Gear],123400003,Ind.,Chilkat Chinook Salmon Ethnography,219
5,Southeast,Skates [Other Gear],123400003,Ind.,NPRB Yakutat Comprehensive,251
2,Southeast,Sole,123600000,Ind.,Southeast Timber 1984/1985,13
1,Southeast,Sole,123600000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sole,123600000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sole,123600000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Sole,123600000,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Sole,123600000,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Sole,123600000,Ind.,Index Communities Year 1,210
1,Southeast,Sole,123600000,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Sole,123600000,Ind.,Southeast Index Communities,210
1,Southeast,Sole,123600000,Ind.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Sole,123600000,lb.,NPRB Yakutat Comprehensive,251
1,Southeast,Sole [CF Retention],123600001,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sole [CF Retention],123600001,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sole [CF Retention],123600001,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Sole [Rod and Reel],123600002,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Index Communities Year 1,210
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Southeast Index Communities,210
1,Southeast,Sole [Rod and Reel],123600002,Ind.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Sole [Rod and Reel],123600002,lb.,NPRB Yakutat Comprehensive,251
1,Southeast,Sole [Other Gear],123600003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Sole [Other Gear],123600003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Sole [Other Gear],123600003,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Sole [Other Gear],123600003,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Sole [Other Gear],123600003,Ind.,Alaska Peninsula Index Communities,210
1,Southeast,Sole [Other Gear],123600003,Ind.,Index Communities Year 1,210
1,Southeast,Sole [Other Gear],123600003,Ind.,Index Communities Year 2 (Southeast AK),210
1,Southeast,Sole [Other Gear],123600003,Ind.,Southeast Index Communities,210
1,Southeast,Sole [Other Gear],123600003,Ind.,Chilkat Chinook Salmon Ethnography,219
1,Southeast,Sole [Other Gear],123600003,lb.,NPRB Yakutat Comprehensive,251
1,Southeast,Unknown Sole,123699000,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Unknown Sole,123699000,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Sole,123699000,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Unknown Sole,123699000,Ind.,Saxman 1999,133
1,Southeast,Unknown Sole,123699000,Ind.,Saxman 1999/2000,133
0,Southeast,Unknown Sole,123699000,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Unknown Sole,123699000,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Unknown Sole [CF Retention],123699001,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Unknown Sole [CF Retention],123699001,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Sole [CF Retention],123699001,Ind.,Prince of Wales 1998/1999,125
1,Southeast,Unknown Sole [Rod and Reel],123699002,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Unknown Sole [Rod and Reel],123699002,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Sole [Rod and Reel],123699002,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Sole [Rod and Reel],123699002,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Unknown Sole [Rod and Reel],123699002,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Unknown Sole [Other Gear],123699003,Ind.,Southeast Harvest Update 1996,105
1,Southeast,Unknown Sole [Other Gear],123699003,Ind.,Prince of Wales 1997/1998,114
1,Southeast,Unknown Sole [Other Gear],123699003,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Unknown Sole [Other Gear],123699003,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Unknown Sole [Other Gear],123699003,Ind.,NPRB Yakutat Comprehensive,251
0,Southeast,Burbot,124800000,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Burbot [Rod and Reel],124800002,Ind.,Yakutat Household Survey 2000,137
0,Southeast,Burbot [Other Gear],124800003,Ind.,Yakutat Household Survey 2000,137
0.9,Southeast,Char,125000000,Ind.,Southeast Timber 1984/1985,13
1.4,Southeast,Char,125000000,Ind.,Southeast Timber 1984/1985,13
2.7,Southeast,Char,125000000,Ind.,Tongass Resource Use Cooperative Study 1987,15
1.4,Southeast,Char,125000000,Ind.,Haines/Klukwan 1983,49
1.4,Southeast,Char,125000000,Ind.,Southeast Timber 1985/1986,50
2.58,Southeast,Char,125000000,Ind.,Saxman 1999,133
2.58,Southeast,Char,125000000,Ind.,Saxman 1999/2000,133
2.7,Southeast,Char,125000000,Ind.,Saxman 1999,133
2.7,Southeast,Char,125000000,Ind.,Saxman 1999/2000,133
3.3,Southeast,Char,125000000,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Char,125000000,lb.,Alaska Peninsula Index Communities,210
3,Southeast,Char,125000000,lb.,Index Communities Year 1,210
3,Southeast,Char,125000000,lb.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Char,125000000,lb.,Southeast Index Communities,210
1.5,Southeast,Char,125000000,lb.,Hoonah Lands Partnership,243
1.4,Southeast,Char,125000000,lb.,NPRB Yakutat Comprehensive,251
1.4,Southeast,Char [CF Retention],125000001,lb.,NPRB Yakutat Comprehensive,251
2.7,Southeast,Char [Rod and Reel],125000002,Ind.,Tongass Resource Use Cooperative Study 1987,15
3,Southeast,Char [Rod and Reel],125000002,Ind.,Yakutat Household Survey 2000,137
3.3,Southeast,Char [Rod and Reel],125000002,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Char [Rod and Reel],125000002,lb.,Alaska Peninsula Index Communities,210
3,Southeast,Char [Rod and Reel],125000002,lb.,Index Communities Year 1,210
3,Southeast,Char [Rod and Reel],125000002,lb.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Char [Rod and Reel],125000002,lb.,Southeast Index Communities,210
1.5,Southeast,Char [Rod and Reel],125000002,lb.,Hoonah Lands Partnership,243
1.4,Southeast,Char [Rod and Reel],125000002,lb.,NPRB Yakutat Comprehensive,251
2.7,Southeast,Char [Other Gear],125000003,Ind.,Tongass Resource Use Cooperative Study 1987,15
3,Southeast,Char [Other Gear],125000003,Ind.,Yakutat Household Survey 2000,137
3.3,Southeast,Char [Other Gear],125000003,Ind.,Chilkat Chinook Salmon Ethnography,219
3,Southeast,Char [Other Gear],125000003,lb.,Alaska Peninsula Index Communities,210
3,Southeast,Char [Other Gear],125000003,lb.,Index Communities Year 1,210
3,Southeast,Char [Other Gear],125000003,lb.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Char [Other Gear],125000003,lb.,Southeast Index Communities,210
1.5,Southeast,Char [Other Gear],125000003,lb.,Hoonah Lands Partnership,243
1.4,Southeast,Char [Other Gear],125000003,lb.,NPRB Yakutat Comprehensive,251
2.7,Southeast,Arctic Char,125002000,Ind.,Alaska Peninsula Index Communities,210
2.7,Southeast,Arctic Char,125002000,Ind.,Index Communities Year 1,210
2.7,Southeast,Arctic Char,125002000,Ind.,Index Communities Year 2 (Southeast AK),210
2.7,Southeast,Arctic Char,125002000,Ind.,Southeast Index Communities,210
2.7,Southeast,Arctic Char [Rod and Reel],125002002,Ind.,Alaska Peninsula Index Communities,210
2.7,Southeast,Arctic Char [Rod and Reel],125002002,Ind.,Index Communities Year 1,210
2.7,Southeast,Arctic Char [Rod and Reel],125002002,Ind.,Index Communities Year 2 (Southeast AK),210
2.7,Southeast,Arctic Char [Rod and Reel],125002002,Ind.,Southeast Index Communities,210
2.7,Southeast,Arctic Char [Other Gear],125002003,Ind.,Alaska Peninsula Index Communities,210
2.7,Southeast,Arctic Char [Other Gear],125002003,Ind.,Index Communities Year 1,210
2.7,Southeast,Arctic Char [Other Gear],125002003,Ind.,Index Communities Year 2 (Southeast AK),210
2.7,Southeast,Arctic Char [Other Gear],125002003,Ind.,Southeast Index Communities,210
1,Southeast,Brook Trout,125004000,Ind.,Southeast Harvest Update 1996,105
1.4,Southeast,Brook Trout,125004000,Ind.,Southeast Harvest Update 1996,105
1.4,Southeast,Brook Trout,125004000,Ind.,Prince of Wales 1997/1998,114
1.4,Southeast,Brook Trout,125004000,Ind.,Prince of Wales 1998/1999,125
0,Southeast,Brook Trout,125004000,Ind.,Saxman 1999,133
0,Southeast,Brook Trout,125004000,Ind.,Saxman 1999/2000,133
1.4,Southeast,Brook Trout,125004000,Ind.,Saxman 1999,133
1.4,Southeast,Brook Trout,125004000,Ind.,Saxman 1999/2000,133
1.4,Southeast,Brook Trout,125004000,Ind.,Yakutat Household Survey 2000,137
1.4,Southeast,Brook Trout,125004000,Ind.,NPRB Yakutat Comprehensive,251
1.4,Southeast,Brook Trout [CF Retention],125004001,Ind.,Yakutat Household Survey 2000,137
1,Southeast,Brook Trout [Rod and Reel],125004002,Ind.,Southeast Harvest Update 1996,105
1.4,Southeast,Brook Trout [Rod and Reel],125004002,Ind.,Southeast Harvest Update 1996,105
1.4,Southeast,Brook Trout [Rod and Reel],125004002,Ind.,Prince of Wales 1997/1998,114
1.4,Southeast,Brook Trout [Rod and Reel],125004002,Ind.,Prince of Wales 1998/1999,125
1.4,Southeast,Brook Trout [Rod and Reel],125004002,Ind.,NPRB Yakutat Comprehensive,251
1,Southeast,Brook Trout [Other Gear],125004003,Ind.,Southeast Harvest Update 1996,105
1.4,Southeast,Brook Trout [Other Gear],125004003,Ind.,Southeast Harvest Update 1996,105
1.4,Southeast,Brook Trout [Other Gear],125004003,Ind.,Prince of Wales 1997/1998,114
1.4,Southeast,Brook Trout [Other Gear],125004003,Ind.,Prince of Wales 1998/1999,125
1.4,Southeast,Brook Trout [Other Gear],125004003,Ind.,NPRB Yakutat Comprehensive,251
0.9,Southeast,Dolly Varden,125006000,Ind.,Southeast Timber 1984/1985,13
1.4,Southeast,Dolly Varden,125006000,Ind.,Southeast Timber 1984/1985,13
2.7,Southeast,Dolly Varden,125006000,Ind.,Tongass Resource Use Cooperative Study 1987,15
1.4,Southeast,Dolly Varden,125006000,Ind.,Haines/Klukwan 1983,49
1.4,Southeast,Dolly Varden,125006000,Ind.,Southeast Timber 1985/1986,50
2.7,Southeast,Dolly Varden,125006000,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Dolly Varden,125006000,Ind.,Southeast Harvest Update 1996,105
2.7,Southeast,Dolly Varden,125006000,Ind.,Prince of Wales 1997/1998,114
2.7,Southeast,Dolly Varden,125006000,Ind.,Prince of Wales 1998/1999,125
2.7,Southeast,Dolly Varden,125006000,Ind.,Saxman 1999,133
2.7,Southeast,Dolly Varden,125006000,Ind.,Saxman 1999/2000,133
3,Southeast,Dolly Varden,125006000,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Dolly Varden,125006000,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Dolly Varden,125006000,Ind.,Index Communities Year 1,210
3,Southeast,Dolly Varden,125006000,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Dolly Varden,125006000,Ind.,Southeast Index Communities,210
1.5,Southeast,Dolly Varden,125006000,Ind.,Hoonah Lands Partnership,243
3,Southeast,Dolly Varden [CF Retention],125006001,Ind.,Yakutat Household Survey 2000,137
2.7,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Tongass Resource Use Cooperative Study 1987,15
2.7,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Southeast Harvest Update 1996,105
2.7,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Prince of Wales 1997/1998,114
2.7,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Alaska Peninsula Index Communities,210
3,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Index Communities Year 1,210
3,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Index Communities Year 2 (Southeast AK),210
3,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Southeast Index Communities,210
1.5,Southeast,Dolly Varden [Rod and Reel],125006002,Ind.,Hoonah Lands Partnership,243
2.7,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Tongass Resource Use Cooperative Study 1987,15
2.7,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Southeast Harvest Update 1996,105
3,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Southeast Harvest Update 1996,105
2.7,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Prince of Wales 1997/1998,114
2.7,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Prince of Wales 1998/1999,125
3,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Yakutat Household Survey 2000,137
3,Southeast,Dolly Varden [Other Gear],125006003,Ind.,Alaska Peninsula Index Communities,210
