"","Project_Name","Site_Year_Code","Habitat","Taxa_lvl1","Taxa_lvl2","Taxa_lvl3","Taxa_lvl4","Taxa_lvl5","Resource_Code","Resource_Name","Sampled_households","Est_Num_Community_Households","Sampled_Population","Est_Comm_Population","Most_Rep_Year","Conversion_Units_To_Pounds","Resource_Harvest_Units","Percent_Using","Percent_Attempting_to_Harvest","Percent_Harvesting","Percent_Receiving","Percent_Giving","Reported_Pounds_Harvested","Estimated_Total_Pounds_Harvested","Lower_Pounds_Harvested","Upper_Pounds_Harvested","Mean_Pounds_Per_Household","Percapita_Pounds_Harvested","Number_Of_Resource_Harvested","Estimated_Amount_Harvested","Percent_Of_Total_Harvest","Mean_Grams_Per_Capita_Use","Mean_Pounds_Per_Capita_Use","Mean_Grams_Percapita_Harvest"
"5607","MMSII 1992","Chenega_1992","Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp","Shrimp","503400000","Shrimp",23,26,80,90.4,"No",2,"Gal.",0.304,0.087,0.087,0.21700001,0.043,50,57,29,85,2.174,0.63,25,28,1.5209734e-05,2.575358,2.0723684,0.78290874
"5608","MMSII 1993","Chenega_1993","Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp","Shrimp","503400000","Shrimp",23,28,83,101,"No",2,"Gal.",0.609,0.174,0.174,0.435,0.348,58.5,71,36,106,2.543,0.7,29.25,36,2.5531303e-05,1.4284049,1.1494253,0.8698986
"5609","EVOSTC Gulf of Alaska 1997","Chenega_1997","Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp","Shrimp","503400000","Shrimp",15,21,42,58.8,"No",1,"lb.",0.467,0.533,0.333,0.26700002,0.133,29.25,41,1,81,1.95,0.7,29.3,41,1.2086908e-05,1.8627379,1.4989293,0.8698986
"5610","EVOS 15 Year retrospective","Chenega_2003","Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp","Shrimp","503400000","Shrimp",16,20,45,56.3,"No",1,"lb.",0.5625,0.1875,0.1875,0.5,0.1875,52,65,52,104.780716,3.25,1.1555556,52,65,0.0024550639,2.55293,2.054321,1.4360231
"5611","EVOS Update 2014 (PWS)","Chenega_2014","Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp","Shrimp","503400000","Shrimp",12,17,25,35.4,"Yes",1,"lb.",0.25,0.083000004,0.083000004,0.16700001,0,2,2.8,2,6.1432,0.2,0.07999992,2,2.8,0,0.39766756,0.3199997,0.09941689
"5612","Chenega/San Juan Bay 1984","Chenega_1984","Nearshore","Marine Invertebrates","Marine Invertebrates","Snails","Snails","Snails","503600000","Snails",16,16,57,57,"No",1.5,"Gal.",0.063,0.063,0.063,0,0,0.15,0,0,0,0.009,0,0.1,0,0,NA,NA,NA
"5613","Gulf of Alaska 1990","Chenega_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Snails","Snails","Snails","503600000","Snails",18,21,66,77,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5614","EVOSTC Gulf of Alaska 1997","Chenega_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Snails","Snails","Snails","503600000","Snails",15,21,42,58.8,"No",0,"Gal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5615","EVOS 15 Year retrospective","Chenega_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Snails","Snails","Snails","503600000","Snails",16,20,45,56.3,"No",1.5,"Gal.",0.0625,0.0625,0.0625,0,0.0625,1.5,1.875,1.5,3.6622748,0.09375,0.033333335,1,1.25,7.081915e-05,0.6627799,0.53333336,0.041423745
"5616","EVOS Update 2014 (PWS)","Chenega_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Snails","Snails","Snails","503600000","Snails",12,17,25,35.4,"Yes",1.5,"Gal.",0.16700001,0.16700001,0.16700001,0,0.083000004,122.5,173.5,122.5,343.3565,10.2,4.8999953,81.7,115.7,0.019,36.53571,29.399973,6.089285
"5617","MMSII 1993","Chenega_1993","Marine","Marine Invertebrates","Marine Invertebrates","Squid","Squid","Squid","503800000","Squid",23,28,83,101,"No",NA,NA,0.043,0,0,0.043,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5618","Gulf of Alaska 1990","Chenega_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Whelk","Whelk","Whelk","504000000","Whelk",18,21,66,77,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5619","MMSII 1991","Chenega_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Whelk","Whelk","Whelk","504000000","Whelk",18,22,66,80.7,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5620","EVOSTC Gulf of Alaska 1997","Chenega_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Whelk","Whelk","Whelk","504000000","Whelk",15,21,42,58.8,"No",0,"Gal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5621","EVOS Update 2014 (PWS)","Chenega_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Whelk","Whelk","Whelk","504000000","Whelk",12,17,25,35.4,"Yes",1.5,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"5622","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Unknown Chiton","Unknown Chiton","500499000","Unknown Chitons",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"5623","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",61,99,169,257.5,"Yes",3,"Gal.",0.046,0.046,0.046,0.012,0.012,NA,25,20,29,0.25,0.1,NA,8,1.0609855e-05,2.7015486,2.173913,0.12427124
"5624","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","500608000","Pacific Littleneck Clams (Steamers)",61,99,169,257.5,"Yes",3,"Gal.",0.024,0.024,0.024,0,0.012,NA,36,28,44,0.37,0.14,NA,12,1.527819e-05,7.249155,5.833333,0.17397973
"5625","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",61,99,169,257.5,"Yes",3,"Gal.",0.24200001,0.16299999,0.15,0.126,0.055999998,NA,456,387,526,4.61,1.77,NA,152,0.00019352375,9.089259,7.3140492,2.1996007
"5626","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",61,99,169,257.5,"Yes",3,"Gal.",0.022,0.022,0.022,0,0,NA,13,7,19,0.13,0.05,NA,4,5.517124e-06,2.824346,2.2727273,0.06213562
"5627","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Crab","Dungeness Crab","Dungeness Crab","501004000","Dungeness Crab",61,99,169,257.5,"Yes",0.7,"Ind.",0.024,0.012,0.012,0.012,0,NA,1,0,2,0.01,0,NA,1,4.2439416e-07,NA,NA,NA
"5628","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Geoduck Clam","Geoduck Clam","501200000","Geoducks",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"5629","Upper Kenai 1990","Cooper Landing_1990","Marine","Marine Invertebrates","Marine Invertebrates","Octopus","Octopus","Octopus","502200000","Octopus",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"5630","Upper Kenai 1990","Cooper Landing_1990","Marine","Marine Invertebrates","Marine Invertebrates","Shrimp","Shrimp","Shrimp","503400000","Shrimp",61,99,169,257.5,"Yes",1,"lb.",0.037,0.012,0.012,0.024,0,NA,24,4,44,0.24,0.09,NA,24,1.018546e-05,3.0228138,2.4324324,0.111844115
"5631","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Snails","Snails","Snails","503600000","Snails",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"5632","Upper Kenai 1990","Cooper Landing_1990","Nearshore","Marine Invertebrates","Marine Invertebrates","Whelk","Whelk","Whelk","504000000","Whelk",61,99,169,257.5,"Yes",NA,NA,0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"5633","Cordova 1988","Cordova_1988","Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone","Abalone","500200000","Abalone",101,872,299,2407.4,"No",4,"Gal.",0.022,0.022,0.021,0.001,0.021,NA,365,193,537,0.42,0.15,NA,91,6.4858677e-06,8.473039,6.818182,0.18640685
"5634","MMSII 1991","Cordova_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone","Abalone","500200000","Abalone",101,784,295,2289.9,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5635","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Abalone","Abalone","Abalone","500200000","Abalone",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5636","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Red (large) Chiton","Red (large) Chiton","500404000","Red (large) Chitons",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5637","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Red (large) Chiton","Red (large) Chiton","500404000","Red (large) Chitons",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5638","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Red (large) Chiton","Red (large) Chiton","500404000","Red (large) Chitons",152,830,449,2507.1,"No",3,"Gal.",0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"5639","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Red (large) Chiton","Red (large) Chiton","500404000","Red (large) Chitons",148,910,378,2397.3,"No",3,"Gal.",0.006868132,0.003434066,0.003434066,0.006868132,0.003434066,30,93.75,30,246.5291,0.10302198,0.03875316,10,31.25,0.00022346267,7.011955,5.64246,0.04815903
"5640","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Red (large) Chiton","Red (large) Chiton","500404000","Red (large) Chitons",184,950,504,2602.2,"Yes",3,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"5641","MMSII 1991","Cordova_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton","Black (small) Chiton","500408000","Black (small) Chitons",101,784,295,2289.9,"No",4,"Gal.",0.01,0.01,0.01,0,0,2,16,-13,45,0.02,0.01,0.5,4,3.6936402e-07,1.2427123,1,0.012427123
"5642","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton","Black (small) Chiton","500408000","Black (small) Chitons",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5643","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton","Black (small) Chiton","500408000","Black (small) Chitons",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5644","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton","Black (small) Chiton","500408000","Black (small) Chitons",152,830,449,2507.1,"No",4,"Gal.",0.016,0.008,0.008,0.012,0,NA,7,-4,18,0.01,0,NA,2,1.5561054e-07,NA,NA,NA
"5645","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton","Black (small) Chiton","500408000","Black (small) Chitons",148,910,378,2397.3,"No",4,"Gal.",0.046553988,0.024038462,0.024038462,0.039685857,0.01717033,112,350,112,667.1055,0.3846154,0.14467846,28,87.5,0.00083426066,3.8620472,3.1077564,0.1797937
"5646","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Black (small) Chiton","Black (small) Chiton","500408000","Black (small) Chitons",184,950,504,2602.2,"Yes",4,"Gal.",0.011,0.005,0.005,0.005,0,1.5,7.7,1.5,21.344398,0,0.0029761905,0.4,1.9,0,0.34026647,0.27380952,0.0036985485
"5647","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Chiton","Unknown Chiton","Unknown Chiton","500499000","Unknown Chitons",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5648","Cordova 1985","Cordova_1985","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",206,853,547,2265,"No",3,"Gal.",0.087,0.083000004,0.073,0.024,0.024,358.5,1484,617,2351,1.74,0.66,119.5,495,3.999342e-05,9.427473,7.5862074,0.8201902
"5649","Cordova 1988","Cordova_1988","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",101,872,299,2407.4,"No",3,"Gal.",0.009,0.008,0.008,0.001,0.008,NA,1044,409,1678,1.2,0.43,NA,348,1.8551358e-05,59.374035,47.77778,0.5343663
"5650","MMSII 1991","Cordova_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",101,784,295,2289.9,"No",3,"Gal.",0.218,0.168,0.14899999,0.118999995,0.03,211.89,1645,549,2741,2.098,0.72,70.63,548,3.797524e-05,4.104371,3.3027525,0.8947529
"5651","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",41,784,140,2677.1,"No",3,"Gal.",0.22,0.146,0.146,0.122,0.049000002,54,1033,173,1893,1.317,0.39,18,344,2.360614e-05,2.20299,1.7727273,0.4846578
"5652","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",104,946,326,2965.4,"No",3,"Gal.",0.192,0.115,0.115,0.106000006,0.096,195.45,1778,476,3080,1.879,0.6,65.15,593,4.691788e-05,3.883476,3.125,0.7456274
"5653","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",152,830,449,2507.1,"No",3,"Gal.",0.154,0.134,0.103,0.055,0.055,NA,919,416,1422,1.11,0.37,NA,306,2.0429441e-05,2.9857376,2.4025974,0.45980358
"5654","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",148,910,378,2397.3,"No",3,"Gal.",0.1534281,0.12556736,0.1221333,0.04694219,0.051899187,216,1010.625,562.31116,1458.9388,1.1105769,0.41775906,72,336.875,0.0024089278,3.383698,2.722833,0.5191543
"5655","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Butter Clam","Butter Clam","500602000","Butter Clams",184,950,504,2602.2,"Yes",3,"Gal.",0.043,0.038,0.027,0.016,0.005,36.6,189,36.6,342.09,0.2,0.07261905,12.2,63,0.001,2.0756254,1.6702381,0.090244584
"5656","MMSII 1991","Cordova_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam","Horse Clam","500606000","Horse Clams (Gaper)",101,784,295,2289.9,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5657","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam","Horse Clam","500606000","Horse Clams (Gaper)",41,784,140,2677.1,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5658","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam","Horse Clam","500606000","Horse Clams (Gaper)",104,946,326,2965.4,"No",NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA
"5659","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam","Horse Clam","500606000","Horse Clams (Gaper)",152,830,449,2507.1,"No",3,"Gal.",0,0,0,0,0,NA,0,0,0,0,0,NA,0,0,NA,NA,NA
"5660","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam","Horse Clam","500606000","Horse Clams (Gaper)",148,910,378,2397.3,"No",3,"Gal.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,0
"5661","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Horse Clam","Horse Clam","500606000","Horse Clams (Gaper)",184,950,504,2602.2,"Yes",3,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"5662","MMSII 1991","Cordova_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","500608000","Pacific Littleneck Clams (Steamers)",101,784,295,2289.9,"No",3,"Gal.",0.01,0.01,0.01,0,0,6,46,-40,132,0.059,0.02,2,16,1.0619216e-06,2.4854245,2,0.024854247
"5663","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","500608000","Pacific Littleneck Clams (Steamers)",41,784,140,2677.1,"No",3,"Gal.",0.195,0.122,0.122,0.146,0.049000002,44.25,846,-278,1970,1.079,0.32,14.75,282,1.9332812e-05,2.0393229,1.6410257,0.39766794
"5664","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","500608000","Pacific Littleneck Clams (Steamers)",104,946,326,2965.4,"No",3,"Gal.",0.115,0.077,0.077,0.067,0.058000002,141,1283,286,2280,1.356,0.43,47,428,3.3855817e-05,4.6466637,3.7391305,0.5343663
"5665","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","500608000","Pacific Littleneck Clams (Steamers)",152,830,449,2507.1,"No",3,"Gal.",0.138,0.099,0.083000004,0.087,0.055,NA,1056,394,1718,1.27,0.42,NA,352,2.347496e-05,3.7821677,3.043478,0.52193916
"5666","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","500608000","Pacific Littleneck Clams (Steamers)",148,910,378,2397.3,"No",3,"Gal.",0.08358218,0.073279984,0.069845915,0.025949594,0.040074058,180,898.125,336.444,1459.806,0.9869506,0.37125528,60,299.375,0.0021407725,5.519879,4.441799,0.4613635
"5667","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pacific Littleneck Clam","Pacific Littleneck Clam","500608000","Pacific Littleneck Clams (Steamers)",184,950,504,2602.2,"Yes",3,"Gal.",0.022,0.016,0.016,0.011,0.011,21,108.4,21,222.6536,0.1,0.041666668,7,36.1,0,2.3818653,1.9166666,0.05177968
"5668","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pinkneck Clam","Pinkneck Clam","500610000","Pinkneck Clams",41,784,140,2677.1,"No",3,"Gal.",0.024,0.024,0.024,0,0,4.8,92,-83,267,0.117,0.03,1.6,31,2.1023861e-06,1.5533903,1.2499999,0.037281368
"5669","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pinkneck Clam","Pinkneck Clam","500610000","Pinkneck Clams",104,946,326,2965.4,"No",3,"Gal.",0.01,0.01,0.01,0,0,12,109,-92,310,0.115,0.04,4,36,2.8762931e-06,4.970849,4,0.049708493
"5670","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pinkneck Clam","Pinkneck Clam","500610000","Pinkneck Clams",152,830,449,2507.1,"No",3,"Gal.",0.036,0.039,0.036,0.008,0.02,NA,157,23,292,0.19,0.06,NA,52,3.490122e-06,2.0711873,1.6666666,0.074562736
"5671","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pinkneck Clam","Pinkneck Clam","500610000","Pinkneck Clams",148,910,378,2397.3,"No",3,"Gal.",0.003434066,0.003434066,0.003434066,0,0,6,18.75,6,49.30582,0.020604396,0.007750632,2,6.25,4.4692537e-05,2.804782,2.256984,0.009631806
"5672","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Pinkneck Clam","Pinkneck Clam","500610000","Pinkneck Clams",184,950,504,2602.2,"Yes",3,"Gal.",0,0,0,0,0,0,0,NA,NA,0,0,0,0,0,NA,NA,0
"5673","Cordova 1985","Cordova_1985","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",206,853,547,2265,"No",3,"Gal.",0.55799997,0.272,0.257,0.35900003,0.155,2841.9,11768,7906,15630,13.796,5.2,947.3,3923,0.00031714462,11.580832,9.318996,6.462104
"5674","Cordova 1988","Cordova_1988","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",101,872,299,2407.4,"No",3,"Gal.",0.606,0.344,0.33400002,0.42400002,0.19600001,NA,27523,18520,36526,31.56,11.43,NA,9174,0.00048906996,23.439278,18.861387,14.204203
"5675","MMSII 1991","Cordova_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",101,784,295,2289.9,"No",3,"Gal.",0.44599998,0.307,0.287,0.20799999,0.139,624.48,4847,2942,6752,6.183,2.12,208.16,1616,0.00011189422,5.907063,4.753363,2.63455
"5676","MMSII 1992","Cordova_1992","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",41,784,140,2677.1,"No",3,"Gal.",0.439,0.366,0.366,0.22,0.29299998,372,7113,2132,12094,9.073,2.66,124,2371,0.00016254645,7.5298743,6.0592256,3.305615
"5677","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",104,946,326,2965.4,"No",3,"Gal.",0.587,0.346,0.317,0.45200002,0.21200001,624.51,5681,3003,8359,6.005,1.92,208.17,1894,0.00014991028,4.064749,3.2708688,2.3860075
"5678","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",152,830,449,2507.1,"No",3,"Gal.",0.268,0.17,0.134,0.213,0.087,NA,2279,561,3997,2.75,0.91,NA,760,5.0662347e-05,4.219658,3.3955226,1.1308682
"5679","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",148,910,378,2397.3,"No",3,"Gal.",0.2385332,0.13052437,0.123656236,0.14426063,0.064112514,471,1997.201,847.80145,3146.6008,2.1947265,0.8255771,157,665.7337,0.004760532,4.3010983,3.4610572,1.0259548
"5680","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Razor Clam","Razor Clam","500612000","Razor Clams",184,950,504,2602.2,"Yes",3,"Gal.",0.081999995,0.033,0.033,0.054,0.027,36.3,189.2,36.3,418.32117,0.2,0.072714984,12.1,63.1,0.001,1.1084627,0.89197046,0.09036381
"5681","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Clam","Softshell Clam","500614000","Softshell Clams",152,830,449,2507.1,"No",3,"Gal.",0.008,0.008,0.008,0,0,NA,2,-1,4,0,0,NA,1,4.446015e-08,NA,NA,NA
"5682","Cordova 1985","Cordova_1985","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",206,853,547,2265,"No",3,"Gal.",0.092,0.063,0.058000002,0.044,0.01,203.4,842,355,1329,0.987,0.37,67.8,281,2.2691685e-05,4.997865,4.0217395,0.45980358
"5683","Cordova 1988","Cordova_1988","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",101,872,299,2407.4,"No",3,"Gal.",0.261,0.185,0.185,0.109,0.086,NA,4160,2745,5575,4.77,1.73,NA,1387,7.3921125e-05,8.237135,6.6283526,2.1498923
"5684","MMSII 1991","Cordova_1991","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",101,784,295,2289.9,"No",3,"Gal.",0.02,0.02,0.02,0,0.01,6.99,54,-16,124,0.069,0.02,2.33,18,1.2466037e-06,1.2427123,1,0.024854247
"5685","MMSII 1993","Cordova_1993","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",104,946,326,2965.4,"No",3,"Gal.",0.029000001,0.019,0.01,0.019,0,3,27,-23,77,0.029,0.01,1,9,7.1247626e-07,0.42852145,0.34482756,0.012427123
"5686","EVOSTC Gulf of Alaska 1997","Cordova_1997","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",152,830,449,2507.1,"No",3,"Gal.",0.012,0.004,0.004,0.008,0.004,NA,98,-63,258,0.12,0.04,NA,33,2.1785477e-06,4.142374,3.333333,0.049708493
"5687","EVOS 15 Year retrospective","Cordova_2003","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",148,910,378,2397.3,"No",3,"Gal.",0.008779264,0.008779264,0.008779264,0,0,3,23.967392,3,68.269135,0.026337793,0.009907329,1,7.9891305,5.712872e-05,1.402391,1.128492,0.012311961
"5688","EVOS Update 2014 (PWS)","Cordova_2014","Nearshore","Marine Invertebrates","Marine Invertebrates","Clam","Unknown Clam","Unknown Clam","500699000","Unknown Clams",184,950,504,2602.2,"Yes",3,"Gal.",0.011,0.016,0.011,0,0,21.5,111,21.5,294.372,0.1,0.04265873,7.2,37,0,4.877153,3.9246032,0.05301253
